image	text	label	string_label
data/receipts_corpus/images/4.jpg	data/receipts_corpus/txt/4.txt	0	Normal
data/receipts_corpus/images/5.jpg	data/receipts_corpus/txt/5.txt	0	Normal
data/receipts_corpus/images/6.jpg	data/receipts_corpus/txt/6.txt	0	Normal
data/receipts_corpus/images/9.jpg	data/receipts_corpus/txt/9.txt	0	Normal
data/receipts_corpus/images/10.jpg	data/receipts_corpus/txt/10.txt	0	Normal
data/receipts_corpus/images/15.jpg	data/receipts_corpus/txt/15.txt	0	Normal
data/receipts_corpus/images/16.jpg	data/receipts_corpus/txt/16.txt	0	Normal
data/receipts_corpus/images/17.jpg	data/receipts_corpus/txt/17.txt	0	Normal
data/receipts_corpus/images/19.jpg	data/receipts_corpus/txt/19.txt	0	Normal
data/receipts_corpus/images/23.jpg	data/receipts_corpus/txt/23.txt	0	Normal
data/receipts_corpus/images/28.jpg	data/receipts_corpus/txt/28.txt	0	Normal
data/receipts_corpus/images/29.jpg	data/receipts_corpus/txt/29.txt	0	Normal
data/receipts_corpus/images/30.jpg	data/receipts_corpus/txt/30.txt	0	Normal
data/receipts_corpus/images/31.jpg	data/receipts_corpus/txt/31.txt	0	Normal
data/receipts_corpus/images/32.jpg	data/receipts_corpus/txt/32.txt	0	Normal
data/receipts_corpus/images/34.jpg	data/receipts_corpus/txt/34.txt	0	Normal
data/receipts_corpus/images/35.jpg	data/receipts_corpus/txt/35.txt	0	Normal
data/receipts_corpus/images/36.jpg	data/receipts_corpus/txt/36.txt	0	Normal
data/receipts_corpus/images/43.jpg	data/receipts_corpus/txt/43.txt	0	Normal
data/receipts_corpus/images/44.jpg	data/receipts_corpus/txt/44.txt	0	Normal
data/receipts_corpus/images/48.jpg	data/receipts_corpus/txt/48.txt	0	Normal
data/receipts_corpus/images/50.jpg	data/receipts_corpus/txt/50.txt	0	Normal
data/receipts_corpus/images/55.jpg	data/receipts_corpus/txt/55.txt	0	Normal
data/receipts_corpus/images/56.jpg	data/receipts_corpus/txt/56.txt	0	Normal
data/receipts_corpus/images/62.jpg	data/receipts_corpus/txt/62.txt	0	Normal
data/receipts_corpus/images/63.jpg	data/receipts_corpus/txt/63.txt	0	Normal
data/receipts_corpus/images/65.jpg	data/receipts_corpus/txt/65.txt	0	Normal
data/receipts_corpus/images/66.jpg	data/receipts_corpus/txt/66.txt	0	Normal
data/receipts_corpus/images/67.jpg	data/receipts_corpus/txt/67.txt	0	Normal
data/receipts_corpus/images/69.jpg	data/receipts_corpus/txt/69.txt	0	Normal
data/receipts_corpus/images/70.jpg	data/receipts_corpus/txt/70.txt	0	Normal
data/receipts_corpus/images/71.jpg	data/receipts_corpus/txt/71.txt	0	Normal
data/receipts_corpus/images/73.jpg	data/receipts_corpus/txt/73.txt	0	Normal
data/receipts_corpus/images/81.jpg	data/receipts_corpus/txt/81.txt	0	Normal
data/receipts_corpus/images/84.jpg	data/receipts_corpus/txt/84.txt	0	Normal
data/receipts_corpus/images/86.jpg	data/receipts_corpus/txt/86.txt	0	Normal
data/receipts_corpus/images/87.jpg	data/receipts_corpus/txt/87.txt	0	Normal
data/receipts_corpus/images/89.jpg	data/receipts_corpus/txt/89.txt	0	Normal
data/receipts_corpus/images/91.jpg	data/receipts_corpus/txt/91.txt	0	Normal
data/receipts_corpus/images/96.jpg	data/receipts_corpus/txt/96.txt	0	Normal
data/receipts_corpus/images/98.jpg	data/receipts_corpus/txt/98.txt	0	Normal
data/receipts_corpus/images/100.jpg	data/receipts_corpus/txt/100.txt	0	Normal
data/receipts_corpus/images/101.jpg	data/receipts_corpus/txt/101.txt	0	Normal
data/receipts_corpus/images/104.jpg	data/receipts_corpus/txt/104.txt	0	Normal
data/receipts_corpus/images/106.jpg	data/receipts_corpus/txt/106.txt	0	Normal
data/receipts_corpus/images/109.jpg	data/receipts_corpus/txt/109.txt	0	Normal
data/forged/112.jpg	data/forgedtxt/112.txt	1	Fraud
data/receipts_corpus/images/113.jpg	data/receipts_corpus/txt/113.txt	0	Normal
data/receipts_corpus/images/118.jpg	data/receipts_corpus/txt/118.txt	0	Normal
data/receipts_corpus/images/127.jpg	data/receipts_corpus/txt/127.txt	0	Normal
data/receipts_corpus/images/129.jpg	data/receipts_corpus/txt/129.txt	0	Normal
data/receipts_corpus/images/130.jpg	data/receipts_corpus/txt/130.txt	0	Normal
data/receipts_corpus/images/132.jpg	data/receipts_corpus/txt/132.txt	0	Normal
data/receipts_corpus/images/138.jpg	data/receipts_corpus/txt/138.txt	0	Normal
data/receipts_corpus/images/142.jpg	data/receipts_corpus/txt/142.txt	0	Normal
data/receipts_corpus/images/143.jpg	data/receipts_corpus/txt/143.txt	0	Normal
data/forged/146.jpg	data/forgedtxt/146.txt	1	Fraud
data/receipts_corpus/images/148.jpg	data/receipts_corpus/txt/148.txt	0	Normal
data/receipts_corpus/images/149.jpg	data/receipts_corpus/txt/149.txt	0	Normal
data/receipts_corpus/images/150.jpg	data/receipts_corpus/txt/150.txt	0	Normal
data/receipts_corpus/images/152.jpg	data/receipts_corpus/txt/152.txt	0	Normal
data/receipts_corpus/images/153.jpg	data/receipts_corpus/txt/153.txt	0	Normal
data/receipts_corpus/images/154.jpg	data/receipts_corpus/txt/154.txt	0	Normal
data/receipts_corpus/images/161.jpg	data/receipts_corpus/txt/161.txt	0	Normal
data/receipts_corpus/images/162.jpg	data/receipts_corpus/txt/162.txt	0	Normal
data/forged/164.jpg	data/forgedtxt/164.txt	1	Fraud
data/forged/168.jpg	data/forgedtxt/168.txt	1	Fraud
data/receipts_corpus/images/169.jpg	data/receipts_corpus/txt/169.txt	0	Normal
data/receipts_corpus/images/172.jpg	data/receipts_corpus/txt/172.txt	0	Normal
data/receipts_corpus/images/176.jpg	data/receipts_corpus/txt/176.txt	0	Normal
data/receipts_corpus/images/177.jpg	data/receipts_corpus/txt/177.txt	0	Normal
data/receipts_corpus/images/181.jpg	data/receipts_corpus/txt/181.txt	0	Normal
data/receipts_corpus/images/184.jpg	data/receipts_corpus/txt/184.txt	0	Normal
data/receipts_corpus/images/185.jpg	data/receipts_corpus/txt/185.txt	0	Normal
data/receipts_corpus/images/188.jpg	data/receipts_corpus/txt/188.txt	0	Normal
data/receipts_corpus/images/189.jpg	data/receipts_corpus/txt/189.txt	0	Normal
data/receipts_corpus/images/191.jpg	data/receipts_corpus/txt/191.txt	0	Normal
data/receipts_corpus/images/194.jpg	data/receipts_corpus/txt/194.txt	0	Normal
data/receipts_corpus/images/197.jpg	data/receipts_corpus/txt/197.txt	0	Normal
data/receipts_corpus/images/198.jpg	data/receipts_corpus/txt/198.txt	0	Normal
data/receipts_corpus/images/201.jpg	data/receipts_corpus/txt/201.txt	0	Normal
data/receipts_corpus/images/204.jpg	data/receipts_corpus/txt/204.txt	0	Normal
data/receipts_corpus/images/207.jpg	data/receipts_corpus/txt/207.txt	0	Normal
