4	0	
5	0	
6	0	
9	0	
10	0	
15	0	
16	0	
17	0	
19	0	
23	0	
28	0	
29	0	
30	0	
31	0	
32	0	
34	0	
35	0	
36	0	
43	0	
44	0	
48	0	
50	0	
55	0	
56	0	
62	0	
63	0	
65	0	
66	0	
67	0	
69	0	
70	0	
71	0	
73	0	
81	0	
84	0	
86	0	
87	0	
89	0	
91	0	
96	0	
98	0	
100	0	
101	0	
104	0	
106	0	
109	0	
112	1	
113	0	
118	0	
127	0	
129	0	
130	0	
132	0	
138	0	
142	0	
143	0	
146	1	
148	0	
149	0	
150	0	
152	0	
153	0	
154	0	
161	0	
162	0	
164	1	
168	1	
169	0	
172	0	
176	0	
177	0	
181	0	
184	0	
185	0	
188	0	
189	0	
191	0	
194	0	
197	0	
198	0	
201	0	
204	0	
207	0	
208	0	
210	0	
214	0	
216	0	
219	0	
222	0	
224	0	
228	0	
233	0	
235	0	
236	0	
237	0	
240	1	
247	0	
248	0	
250	0	
257	1	
259	0	
267	0	
271	0	
275	0	
276	0	
278	0	
279	0	
280	0	
281	0	
284	0	
285	0	
287	0	
288	0	
289	0	
293	0	
295	0	
302	0	
307	0	
309	0	
310	0	
312	0	
313	0	
314	0	
315	0	
317	0	
319	0	
321	1	
323	0	
329	0	
336	0	
340	0	
341	0	
345	0	
347	0	
348	0	
357	0	
359	0	
362	0	
363	0	
365	0	
366	0	
367	0	
369	0	
372	0	
373	1	
374	0	
375	0	
382	0	
384	0	
391	0	
393	1	
394	0	
395	0	
397	0	
398	0	
399	0	
402	0	
405	0	
409	0	
413	0	
414	0	
417	0	
419	0	
421	0	
423	0	
424	0	
426	0	
430	0	
432	0	
433	0	
434	0	
435	0	
440	0	
443	0	
444	0	
445	0	
446	0	
455	0	
456	0	
459	0	
461	0	
462	0	
467	1	
468	1	
474	0	
475	0	
476	0	
478	0	
480	0	
481	0	
482	0	
483	0	
485	0	
488	0	
489	0	
490	0	
491	0	
492	0	
494	0	
495	0	
498	0	
499	0	
503	0	
504	0	
505	0	
506	0	
509	0	
510	0	
511	0	
513	0	
516	0	
524	0	
525	0	
530	0	
531	0	
532	0	
534	1	
536	0	
542	0	
543	0	
545	0	
547	1	
548	0	
549	0	
550	0	
554	0	
559	0	
562	0	
564	0	
566	0	
569	0	
570	0	
571	0	
574	0	
576	0	
579	1	
580	0	
582	1	
585	0	
586	0	
587	0	
588	0	
589	0	
591	0	
594	0	
595	0	
596	0	
598	0	
599	0	
600	1	
603	0	
605	0	
607	0	
610	0	
611	0	
613	0	
614	0	
616	0	
617	0	
619	0	
622	0	
629	0	
630	0	
633	0	
636	0	
637	0	
639	0	
640	1	
644	0	
647	0	
649	0	
650	0	
652	0	
653	0	
654	0	
656	1	
660	0	
662	1	
663	0	
665	0	
666	0	
668	0	
669	0	
676	0	
677	0	
678	0	
681	0	
682	0	
683	0	
685	0	
688	0	
689	0	
690	0	
691	0	
693	0	
695	0	
698	0	
702	0	
703	0	
704	0	
705	0	
707	0	
710	0	
715	0	
718	0	
719	0	
725	0	
726	0	
727	0	
734	0	
735	0	
736	0	
737	0	
738	0	
742	0	
743	0	
744	0	
745	0	
747	0	
750	0	
754	0	
757	0	
758	0	
764	0	
766	0	
768	0	
770	0	
771	0	
772	0	
778	0	
779	0	
781	0	
782	0	
783	0	
784	0	
789	0	
790	0	
791	0	
794	0	
795	0	
802	0	
803	0	
806	0	
808	0	
809	0	
815	0	
819	0	
821	1	
824	0	
837	0	
838	0	
841	0	
843	0	
845	0	
846	0	
852	0	
854	0	
855	0	
860	0	
863	0	
866	0	
870	1	
874	1	
886	0	
897	0	
900	0	
902	0	
905	0	
906	0	
907	0	
909	1	
911	0	
912	0	
913	0	
915	0	
923	0	
924	0	
927	0	
929	0	
934	0	
935	0	
936	0	
937	0	
938	0	
940	0	
943	0	
945	0	
949	0	
951	0	
956	0	
961	0	
965	1	
966	0	
967	0	
970	0	
972	0	
974	0	
976	0	
977	0	
981	0	
982	0	
984	0	
985	0	
991	0	
992	0	
994	0	
996	0	
999	0	
1012	0	
1025	0	
1041	0	
1043	0	
1064	0	
1096	0	
1097	0	
1109	0	
1117	0	
1122	0	
1133	1	
1140	0	
1143	0	
1151	0	
1163	0	
1195	0	
1205	0	
1214	1	
1216	0	
1224	0	
1236	0	
1249	0	
1256	0	
1271	1	
1287	0	
1317	0	
1327	0	
1349	0	
1372	0	
1374	0	
1376	0	
1383	0	
1384	0	
1386	0	
1400	0	
1403	0	
1417	0	
1432	0	
1434	0	
1442	0	
1453	1	
1459	0	
1462	0	
1468	0	
1474	0	
1486	0	
1500	0	
1501	0	
1530	0	
1533	0	
1539	0	
1540	0	
1543	0	
1546	0	
1557	0	
1565	0	
1567	0	
1597	0	
1607	0	
1610	0	
1623	0	
1627	0	
1657	0	
1662	0	
1666	1	
1676	0	
1690	0	
1697	0	
1698	0	
1699	0	
1712	0	
1720	0	
1728	0	
1731	0	
1734	0	
1738	1	
1751	0	
1780	0	
1795	0	
1815	0	
1829	0	
1837	0	
1840	0	
1856	0	
1869	0	
1901	0	
1902	0	
1919	0	
1929	0	
1934	0	
1964	0
